llm,story,voice_style,concreteness_specificity,register_level,language_mix,rhythm_syntax,syntax_complexity,paragraphing_lineation,sentence_form_preference,pov_distance,pov_person,pov_scope,tense,free_indirect_presence,narrator_reliability,structure_pacing,temporal_handling,narrative_modality,exposition_strategy,narrative_drive,tone_mood,tonal_span,rhetorical_stance,imagery_density,sensory_bias,motif_strategy,dialogue_density,dialogue_subtext,dialogue_markup,experimentation_degree,associative_gaps,metafictional_devices,closure_cadence,closure_form,genre_family,topic_domain,setting_time,setting_space,worldbuilding_intensity,conflict_type,stakes_level,cast_size,internal_external_ratio,realism_spectrum,ending_valence,prompt_dependency,evaluator_id,raw_path
claude-opus-4-1-20250805-0K,story_wc_139.txt,7.2,8.2,High,Monolingual,7.5,6.8,6.0,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.8,Linear,Balanced,Distributed,Character,8.5,4.0,Earnest,7.8,Mixed,Threaded,4.5,6.0,Mixed,2.0,1.5,Absent,8.8,Resonant,Literary,Family,Contemporary,Workplace,2.0,Interpersonal,Moral,Duo,3.5,0.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_139.txt
claude-opus-4-1-20250805-0K,story_wc_138.txt,8.3,6.3,High,Occasional,8.0,6.8,6.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Idea,8.5,3.5,Earnest,8.2,Visual,Threaded,2.0,4.5,Mixed,2.0,2.0,Absent,7.8,Resonant,Speculative,Existential,Future,Abstract,5.5,Societal,Existential,Small,4.8,8.8,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_138.txt
claude-opus-4-1-20250805-0K,story_wc_176.txt,8.5,8.0,High,Monolingual,7.5,6.5,5.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Idea,8.5,3.5,Earnest,8.0,Mixed,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,8.5,Resonant,Fabulist,Memory,Contemporary,Rural,5.5,Internal,Existential,Solo,2.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_176.txt
claude-opus-4-1-20250805-0K,story_wc_148.txt,8.6,7.8,High,Monolingual,7.5,6.8,6.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,5.0,Braided,Balanced,Distributed,Plot,8.5,3.0,Earnest,8.2,Visual,Threaded,1.0,2.0,Minimal,3.0,2.0,Incidental,8.0,Resonant,Fabulist,Crime,Timeless,Rural,4.5,Societal,Moral,Solo,4.0,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_148.txt
claude-opus-4-1-20250805-0K,story_wc_174.txt,8.8,6.5,High,Monolingual,7.5,7.0,5.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,3.5,Linear,Reflective,Distributed,Idea,8.0,3.0,Earnest,8.0,Visual,Threaded,0.0,0.0,Minimal,4.0,2.0,Incidental,8.5,Resonant,Literary,Social,Contemporary,Urban,2.5,Internal,Moral,Solo,2.0,2.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_174.txt
claude-opus-4-1-20250805-0K,story_wc_140.txt,8.8,7.4,High,Monolingual,8.0,7.2,6.5,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,4.5,Linear,Reflective,Distributed,Idea,8.2,3.4,Earnest,8.5,Mixed,Threaded,1.0,7.0,Minimal,3.5,3.0,Incidental,7.5,Resonant,Literary,Memory,Contemporary,Urban,3.0,Internal,Existential,Solo,2.0,6.0,Ambiguous,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_140.txt
claude-opus-4-1-20250805-0K,story_wc_168.txt,7.9,6.8,High,Monolingual,7.5,7.2,6.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,5.5,Flashback,Reflective,Distributed,Idea,8.2,3.5,Earnest,7.6,Visual,Transforming,1.5,6.0,Minimal,2.0,2.0,Absent,8.5,Resonant,Literary,Existential,Contemporary,Rural,2.0,Internal,Existential,Solo,1.5,1.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_168.txt
claude-opus-4-1-20250805-0K,story_wc_144.txt,7.2,8.3,Neutral,Monolingual,7.0,6.2,5.5,Balanced,6.8,ThirdLimited,Single,Past,Incidental,Reliable,7.2,Linear,Scenic,Distributed,Situation,8.8,3.2,Earnest,8.0,Mixed,Threaded,3.0,2.0,Mixed,1.0,1.0,Absent,8.6,Resonant,Literary,Work,Future,Workplace,3.8,Environmental,Professional,Duo,6.0,4.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_144.txt
claude-opus-4-1-20250805-0K,story_wc_156.txt,8.0,7.6,High,Monolingual,7.7,6.8,6.2,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,8.2,Linear,Balanced,Distributed,Idea,8.3,5.2,Earnest,8.5,Auditory,Transforming,3.2,6.2,Mixed,4.3,2.2,Absent,7.8,Circular,Fabulist,Existential,Contemporary,Workplace,4.2,Internal,Existential,Duo,2.0,8.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_156.txt
claude-opus-4-1-20250805-0K,story_wc_146.txt,7.5,6.8,High,Monolingual,7.0,5.6,6.5,Balanced,3.0,ThirdOmniscient,Ensemble,Past,Absent,Reliable,3.5,Linear,Balanced,Distributed,Idea,8.3,3.0,Earnest,7.0,Auditory,Threaded,2.5,2.0,Mixed,2.0,1.5,Absent,8.5,Resonant,Fabulist,Social,Timeless,Urban,4.0,Societal,Existential,Ensemble,7.0,8.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_146.txt
claude-opus-4-1-20250805-0K,story_wc_172.txt,8.6,8.4,High,Monolingual,8.2,8.1,7.2,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.6,Linear,Balanced,Distributed,Idea,9.1,3.2,Ambiguous,8.7,Mixed,Threaded,0.0,0.0,Minimal,3.1,2.1,Absent,8.0,Resonant,Literary,Nature,Future,Rural,5.6,Internal,Moral,Solo,2.7,7.0,Ambiguous,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_172.txt
claude-opus-4-1-20250805-0K,story_wc_128.txt,6.8,7.2,High,Monolingual,7.5,6.5,6.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,5.0,Linear,Balanced,Distributed,Character,7.5,4.5,Earnest,7.0,Mixed,Threaded,3.5,6.0,Mixed,1.5,1.0,Incidental,8.5,Circular,Literary,Social,Contemporary,Urban,2.0,Interpersonal,Moral,Small,3.5,0.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_128.txt
claude-opus-4-1-20250805-0K,story_wc_147.txt,7.8,6.8,High,Monolingual,7.5,7.0,6.5,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,5.5,Linear,Balanced,Distributed,Idea,8.8,3.5,Earnest,8.2,Visual,Threaded,0.0,0.0,Minimal,3.0,2.0,Absent,8.0,Resonant,Speculative,Existential,Future,Abstract,5.0,Internal,Existential,Solo,2.5,8.5,Ambiguous,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_147.txt
claude-opus-4-1-20250805-0K,story_wc_188.txt,8.4,8.2,High,Monolingual,7.6,6.8,6.5,Balanced,5.5,ThirdLimited,Single,Past,Incidental,Reliable,7.2,Linear,Balanced,Distributed,Character,8.0,4.0,Earnest,8.5,Visual,Threaded,2.0,3.0,Mixed,2.0,1.0,Absent,8.3,Resonant,Fabulist,Existential,Timeless,Abstract,4.0,Societal,Existential,Ensemble,5.0,8.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_188.txt
claude-opus-4-1-20250805-0K,story_wc_155.txt,7.8,7.9,High,Monolingual,7.5,6.8,6.0,Balanced,7.5,ThirdLimited,Single,Past,Incidental,Reliable,6.2,Linear,Balanced,Distributed,Idea,7.5,3.0,Earnest,8.5,Visual,Threaded,0.5,1.0,Minimal,2.0,1.5,Absent,7.0,Resonant,Fabulist,Memory,Timeless,Rural,3.5,Internal,Existential,Solo,2.5,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_155.txt
claude-opus-4-1-20250805-0K,story_wc_152.txt,7.8,7.9,High,Monolingual,7.5,6.8,5.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Plot,7.2,3.0,Earnest,8.2,Visual,Threaded,3.2,8.0,Mixed,2.0,1.5,Absent,7.5,Suspended,Fabulist,War,Timeless,Workplace,5.5,Societal,Existential,Small,5.0,7.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_152.txt
claude-opus-4-1-20250805-0K,story_wc_183.txt,8.8,7.5,High,Monolingual,8.0,7.8,6.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Ambiguous,6.5,Linear,Balanced,Distributed,Idea,8.7,3.5,Earnest,8.9,Visual,Transforming,3.5,7.0,Mixed,4.5,3.5,Incidental,8.2,Resonant,Fabulist,Memory,Timeless,Transit,5.5,Internal,Existential,Duo,2.5,8.0,Ambiguous,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_183.txt
claude-opus-4-1-20250805-0K,story_wc_160.txt,8.5,7.2,High,Monolingual,8.0,7.0,7.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,4.5,Linear,Reflective,Distributed,Idea,8.5,3.0,Earnest,8.5,Mixed,Threaded,0.0,0.0,Minimal,3.0,1.0,Absent,8.5,Resonant,Literary,Social,Timeless,Rural,4.0,Societal,Moral,Solo,4.0,3.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_160.txt
claude-opus-4-1-20250805-0K,story_wc_186.txt,9.0,7.8,High,Monolingual,8.7,7.9,7.2,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Idea,9.0,4.5,Earnest,8.8,Mixed,Transforming,0.0,0.0,Minimal,4.0,2.0,Absent,8.5,Resonant,Speculative,Existential,Future,Workplace,5.0,Internal,Existential,Solo,3.5,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_186.txt
claude-opus-4-1-20250805-0K,story_wc_134.txt,7.8,6.5,High,Monolingual,7.2,7.3,5.5,Hypotaxis,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Idea,8.5,3.0,Earnest,8.2,Mixed,Transforming,3.5,2.0,Mixed,2.0,2.0,Absent,8.5,Resonant,Fabulist,Existential,Timeless,Abstract,3.0,Internal,Existential,Small,2.0,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_134.txt
claude-opus-4-1-20250805-0K,story_wc_179.txt,8.6,5.2,High,Monolingual,7.2,7.5,5.0,Balanced,6.5,ThirdLimited,Single,Past,Absent,Reliable,6.3,Linear,Balanced,Distributed,Character,8.5,3.0,Earnest,7.6,Tactile,Threaded,1.0,7.0,Minimal,4.0,2.0,Absent,8.7,Resonant,Fabulist,Family,Timeless,Abstract,4.0,Internal,Moral,Small,3.0,8.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_179.txt
claude-opus-4-1-20250805-0K,story_wc_178.txt,8.3,6.8,High,Monolingual,8.0,7.6,6.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Idea,8.0,3.0,Earnest,8.0,Visual,Threaded,0.5,1.0,Minimal,2.0,2.0,Absent,8.5,Decisive,Speculative,Existential,Historical,Workplace,5.5,Supernatural,Existential,Solo,3.5,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_178.txt
claude-opus-4-1-20250805-0K,story_wc_169.txt,7.8,6.8,High,Monolingual,7.5,7.0,5.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,5.0,Linear,Balanced,Distributed,Idea,8.5,3.0,Earnest,8.0,Visual,Transforming,0.5,2.0,Minimal,3.0,2.0,Absent,8.5,Resonant,Speculative,Existential,Timeless,Rural,5.0,Internal,Existential,Duo,3.0,8.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_169.txt
claude-opus-4-1-20250805-0K,story_wc_159.txt,8.5,7.0,High,Monolingual,7.5,6.8,5.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Character,8.0,4.0,Earnest,8.5,Mixed,Threaded,0.5,2.0,Minimal,2.5,1.5,Absent,8.5,Resonant,Fabulist,Memory,Future,Abstract,5.0,Internal,Existential,Solo,2.5,9.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_159.txt
claude-opus-4-1-20250805-0K,story_wc_167.txt,7.8,7.5,High,Monolingual,7.5,6.8,6.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Reflective,Distributed,Idea,7.5,3.0,Earnest,8.0,Visual,Transforming,0.0,0.0,Minimal,2.0,2.0,Absent,8.5,Resonant,Literary,Existential,Contemporary,Workplace,2.0,Internal,Existential,Solo,2.0,1.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_167.txt
claude-opus-4-1-20250805-0K,story_wc_161.txt,8.3,7.8,High,Monolingual,8.0,7.5,6.5,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,4.0,Linear,Reflective,Distributed,Character,8.5,6.0,Earnest,8.5,Visual,Transforming,1.5,6.0,Minimal,2.0,2.5,Incidental,8.5,Circular,Literary,Memory,Timeless,Workplace,2.5,Internal,Moral,Duo,2.0,1.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_161.txt
claude-opus-4-1-20250805-0K,story_wc_187.txt,7.8,6.3,High,Monolingual,7.0,7.2,5.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,3.5,Linear,Reflective,Distributed,Idea,8.2,2.0,Earnest,7.5,Visual,Threaded,0.5,2.0,Minimal,2.0,1.5,Absent,8.0,Resonant,Literary,Memory,Future,Abstract,5.0,Internal,Existential,Solo,2.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_187.txt
claude-opus-4-1-20250805-0K,story_wc_19.txt,8.7,8.5,High,Monolingual,8.2,7.5,6.8,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Idea,8.5,4.0,Earnest,9.0,Mixed,Transforming,0.5,6.0,Minimal,3.0,1.5,Absent,8.5,Resonant,Fabulist,Family,Future,Transit,5.5,Internal,Existential,Solo,2.5,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_19.txt
claude-opus-4-1-20250805-0K,story_wc_184.txt,7.6,6.6,High,Monolingual,7.8,7.2,5.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Idea,7.0,3.0,Earnest,7.5,Mixed,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,7.5,Resonant,Fabulist,Existential,Timeless,Workplace,5.5,Internal,Existential,Solo,3.0,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_184.txt
claude-opus-4-1-20250805-0K,story_wc_165.txt,7.0,7.8,High,Monolingual,7.0,6.5,6.0,Balanced,5.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Idea,7.5,5.0,Earnest,7.5,Mixed,Threaded,1.5,2.0,Mixed,2.0,1.0,Absent,8.0,Circular,Literary,Work,Contemporary,Urban,2.0,Internal,Existential,Solo,3.0,1.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_165.txt
claude-opus-4-1-20250805-0K,story_wc_185.txt,8.5,7.0,High,Monolingual,7.5,7.0,6.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Idea,8.0,3.0,Earnest,8.0,Mixed,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,8.5,Resonant,Speculative,Nature,Timeless,Abstract,4.5,Supernatural,Existential,Solo,3.5,9.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_185.txt
claude-opus-4-1-20250805-0K,story_wc_18.txt,7.8,7.8,High,Monolingual,7.4,6.5,5.0,Balanced,4.5,ThirdOmniscient,Alternating,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Idea,8.9,3.0,Earnest,8.7,Visual,Transforming,3.0,4.0,Mixed,3.0,2.0,Absent,8.0,Resonant,Fabulist,Existential,Timeless,Workplace,4.5,Internal,Existential,Duo,3.5,8.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_18.txt
claude-opus-4-1-20250805-0K,story_wc_17.txt,7.6,7.8,High,Monolingual,6.8,6.5,5.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Idea,7.5,3.0,Earnest,7.2,Auditory,Threaded,0.5,2.0,Minimal,2.0,1.5,Sustained,8.5,Resonant,Speculative,Memory,Future,Workplace,4.0,Internal,Existential,Solo,3.5,7.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_17.txt
claude-opus-4-1-20250805-0K,story_wc_157.txt,7.6,7.8,High,Monolingual,7.2,6.8,6.5,Balanced,5.5,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Scenic,Distributed,Idea,8.2,3.5,Earnest,7.9,Mixed,Threaded,3.0,6.0,Mixed,2.0,1.5,Absent,6.5,Resonant,Speculative,Social,Future,Urban,6.2,Societal,Existential,Duo,6.0,6.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_157.txt
claude-opus-4-1-20250805-0K,story_wc_201.txt,8.5,7.5,High,Monolingual,8.0,7.5,6.5,Balanced,8.0,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Idea,8.5,5.5,Earnest,8.5,Visual,Transforming,1.0,3.0,Minimal,2.0,1.0,Absent,8.0,Resonant,Speculative,Existential,Future,Abstract,5.5,Internal,Moral,Solo,2.0,7.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_201.txt
claude-opus-4-1-20250805-0K,story_wc_20.txt,8.6,7.5,High,Occasional,7.8,7.2,7.0,Balanced,6.0,ThirdLimited,Single,Past,Absent,Reliable,7.5,Linear,Balanced,Distributed,Idea,8.5,5.0,Earnest,8.8,Visual,Transforming,3.5,3.0,Mixed,2.0,1.5,Absent,8.5,Resonant,Fabulist,Existential,Timeless,Workplace,3.0,Internal,Existential,Duo,3.0,7.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_20.txt
claude-opus-4-1-20250805-0K,story_wc_173.txt,9.1,6.0,High,Occasional,8.0,7.6,6.0,Hypotaxis,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Idea,8.7,3.5,Earnest,8.6,Visual,Transforming,0.0,0.0,Minimal,3.5,2.0,Absent,7.5,Resonant,Fabulist,Existential,Timeless,Abstract,3.5,Societal,Existential,Solo,3.0,8.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_173.txt
claude-opus-4-1-20250805-0K,story_wc_229.txt,8.6,8.3,High,Monolingual,8.0,7.2,7.5,Balanced,7.8,ThirdLimited,Single,Past,Incidental,Reliable,7.5,Linear,Balanced,Distributed,Character,9.0,3.0,Earnest,8.8,Mixed,Transforming,2.5,6.5,Mixed,3.0,2.0,Absent,8.8,Resonant,Fabulist,Existential,Contemporary,Workplace,2.0,Internal,Relational,Duo,3.0,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_229.txt
claude-opus-4-1-20250805-0K,story_wc_142.txt,6.8,7.8,Neutral,Occasional,6.5,6.2,5.5,Balanced,5.8,ThirdLimited,Single,Past,Incidental,Reliable,4.5,Linear,Balanced,Distributed,Character,7.2,4.0,Earnest,7.5,Visual,Transforming,1.0,2.0,Minimal,2.0,1.5,Absent,8.0,Decisive,Literary,Social,Future,Urban,6.8,Societal,Existential,Small,5.0,6.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_142.txt
claude-opus-4-1-20250805-0K,story_wc_213.txt,6.8,7.8,High,Monolingual,7.2,6.0,6.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Situation,7.5,4.0,Earnest,7.5,Auditory,Threaded,0.0,0.0,Minimal,2.0,1.0,Absent,8.5,Resonant,Literary,Nature,Contemporary,Rural,3.0,Environmental,Physical,Solo,5.0,2.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_213.txt
claude-opus-4-1-20250805-0K,story_wc_2.txt,7.8,7.2,High,Monolingual,7.5,6.8,6.0,Balanced,5.0,ThirdLimited,Single,Past,Incidental,Reliable,4.5,Linear,Balanced,Distributed,Idea,7.5,3.0,Earnest,7.8,Mixed,Transforming,1.0,2.0,Minimal,2.0,2.0,Absent,7.5,Resonant,Fabulist,Existential,Timeless,Workplace,3.5,Internal,Existential,Solo,2.0,8.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_2.txt
claude-opus-4-1-20250805-0K,story_wc_217.txt,8.8,8.5,High,Monolingual,8.0,7.8,6.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.5,Linear,Balanced,Distributed,Idea,9.0,3.0,Earnest,9.2,Visual,Transforming,1.5,6.0,Mixed,2.5,2.0,Absent,8.5,Circular,Literary,Existential,Timeless,Rural,1.5,Internal,Existential,Duo,2.0,1.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_217.txt
claude-opus-4-1-20250805-0K,story_wc_208.txt,7.8,7.2,High,Monolingual,8.0,7.5,6.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Reflective,Distributed,Idea,8.5,3.0,Earnest,8.2,Mixed,Transforming,0.5,1.0,Minimal,3.0,2.0,Absent,8.0,Resonant,Fabulist,Existential,Contemporary,Rural,2.0,Internal,Existential,Solo,2.0,7.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_208.txt
claude-opus-4-1-20250805-0K,story_wc_153.txt,8.6,7.2,High,Monolingual,8.2,7.6,7.8,Balanced,7.8,ThirdLimited,Single,Past,Incidental,Reliable,6.8,Flashback,Balanced,Distributed,Character,9.0,3.5,Earnest,8.8,Mixed,Transforming,1.5,8.0,Minimal,3.5,2.0,Absent,8.7,Resonant,Fabulist,Family,Contemporary,Rural,3.2,Interpersonal,Relational,Duo,2.5,8.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_153.txt
claude-opus-4-1-20250805-0K,story_wc_205.txt,8.8,7.6,High,Monolingual,8.0,7.8,5.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Idea,8.8,6.0,Earnest,9.0,Visual,Threaded,3.0,6.0,Mixed,3.0,2.0,Absent,7.5,Resonant,Speculative,Memory,Future,Abstract,7.0,Interpersonal,Existential,Duo,4.5,8.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_205.txt
claude-opus-4-1-20250805-0K,story_wc_206.txt,8.5,7.5,High,Monolingual,8.0,6.5,6.0,Balanced,5.5,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Plot,9.0,4.0,Earnest,8.0,Mixed,Transforming,2.0,6.0,Mixed,2.0,2.0,Absent,9.0,Circular,Fabulist,Work,Timeless,Workplace,6.5,Societal,Existential,Duo,7.0,9.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_206.txt
claude-opus-4-1-20250805-0K,story_wc_154.txt,8.8,8.3,High,Occasional,8.0,7.0,6.5,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,7.5,Flashback,Balanced,Distributed,Character,8.6,5.5,Earnest,8.9,Mixed,Transforming,4.0,7.0,Mixed,2.0,2.0,Absent,8.5,Resonant,Literary,War,Contemporary,Workplace,3.0,Internal,Relational,Duo,3.0,1.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/claude-opus-4-1-20250805-0K/story_wc_154.txt
